Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day)
HP009,B37909,2024-11-30,2025-11-30,3164,5.93
HP007,B16613,2023-10-19,2025-04-11,1087,19.26
HP003,B13689,2024-04-22,2026-04-22,1879,44.13
HP002,B41832,2024-04-17,2025-10-09,4249,31.55
HP012,B65550,2024-01-22,2024-07-20,3495,65.96
HP008,B82442,2025-06-02,2026-11-24,938,64.46
HP006,B26138,2024-08-16,2026-02-07,4066,53.8
HP010,B82110,2024-05-26,2025-11-17,2342,52.26
HP009,B76903,2024-11-12,2025-11-12,515,53.33
HP005,B13771,2024-07-28,2025-07-28,2508,11.71
HP011,B91747,2023-10-03,2024-10-02,1274,15.08
HP011,B66387,2024-02-10,2025-02-09,2246,32.49
HP006,B89038,2025-02-14,2027-02-14,1112,64.54
HP007,B48304,2023-07-07,2025-07-06,2579,14.08
HP002,B55871,2024-03-02,2025-03-02,4719,40.64
HP011,B71454,2025-02-15,2026-08-09,1262,3.35
HP004,B71231,2024-12-16,2026-12-16,1883,46.17
HP012,B74605,2024-11-26,2025-11-26,2855,52.9
HP008,B77280,2024-01-08,2025-07-01,3954,62.14
HP004,B80958,2023-02-03,2024-07-27,3788,51.48
HP009,B97691,2023-07-13,2024-01-09,4202,7.18
HP008,B56453,2023-06-10,2025-06-09,2261,5.76
HP010,B11151,2025-06-02,2026-06-02,3616,33.67
HP010,B56012,2023-02-07,2025-02-06,3825,10.22
HP012,B65281,2023-11-06,2024-11-05,1535,29.2
HP010,B49265,2025-02-27,2027-02-27,3804,60.18
HP007,B56704,2024-11-09,2026-05-03,3607,50.55
HP003,B73795,2023-10-01,2025-09-30,2284,33.25
HP008,B49989,2024-01-30,2026-01-29,4346,59.26
HP009,B43832,2023-01-05,2023-07-04,1124,41.84
HP011,B48920,2024-09-07,2025-09-07,3829,15.34
HP003,B40574,2023-01-18,2024-07-11,672,46.24
HP008,B17142,2023-01-31,2025-01-30,4752,29.7
HP005,B25337,2024-07-19,2026-07-19,1453,1.61
HP008,B90168,2024-04-09,2025-10-01,4996,20.35
HP001,B59455,2023-12-28,2024-06-25,2981,3.14
HP003,B23505,2024-02-17,2025-02-16,2054,10.78
HP009,B78786,2025-01-25,2025-07-24,1682,1.82
HP002,B26364,2023-10-08,2024-10-07,3484,38.34
HP010,B90070,2024-01-05,2025-01-04,3364,28.05
HP002,B74427,2023-03-12,2025-03-11,207,60.31
HP008,B41284,2024-05-29,2026-05-29,314,44.86
HP004,B22963,2024-12-05,2026-05-29,3975,42.15
HP012,B63169,2025-03-16,2026-03-16,2232,15.96
HP006,B35059,2024-02-20,2026-02-19,4059,22.09
HP003,B97084,2025-04-14,2026-10-06,331,10.86
HP001,B44861,2024-07-28,2025-07-28,3433,66.16
HP003,B23509,2023-09-18,2025-09-17,4253,58.02
HP005,B21244,2024-08-17,2025-08-17,4452,17.72
HP008,B10480,2025-04-21,2026-04-21,3638,21.15
HP004,B58850,2023-09-05,2025-09-04,1058,14.49
HP003,B41683,2024-09-07,2026-09-07,4286,55.19
HP004,B62624,2025-05-22,2027-05-22,1020,61.07
HP004,B49718,2023-05-07,2024-10-28,633,60.49
HP006,B83687,2025-05-26,2026-05-26,3572,17.92
HP007,B28288,2024-09-16,2026-03-10,1332,16.65
HP010,B19697,2023-10-08,2025-03-31,2574,61.18
HP010,B84798,2025-02-24,2027-02-24,3331,26.83
HP001,B51382,2024-11-02,2025-05-01,2243,59.83
HP005,B54374,2023-06-25,2025-06-24,4904,32.58
HP010,B68582,2024-01-29,2025-01-28,4794,54.05
HP011,B37487,2023-05-31,2024-05-30,3067,66.47
HP007,B53359,2025-03-24,2027-03-24,1440,63.1
HP009,B18557,2024-10-11,2025-04-09,1156,36.04
HP010,B79388,2023-05-29,2024-05-28,4558,42.37
HP007,B31221,2025-01-19,2027-01-19,868,44.56
HP006,B34946,2023-08-20,2024-08-19,4824,13.2
HP004,B69192,2023-01-20,2024-07-13,4150,17.79
HP007,B44178,2024-09-19,2026-09-19,391,53.63
HP009,B15428,2024-04-21,2024-10-18,4090,31.08
HP006,B49463,2024-07-05,2025-12-27,1229,66.78
HP010,B84184,2025-03-05,2026-08-27,2880,30.27
HP011,B81108,2024-11-10,2025-11-10,548,65.15
HP002,B67608,2025-05-30,2026-05-30,1344,58.77
HP004,B78997,2025-01-04,2026-06-28,3530,40.47
HP012,B81907,2024-02-02,2024-07-31,4595,23.47
HP010,B74955,2023-06-06,2024-11-27,3250,46.26
HP002,B75365,2025-03-06,2026-03-06,1236,30.62
HP001,B57280,2024-08-28,2025-08-28,3236,64.61
HP009,B81248,2024-03-05,2024-09-01,618,61.52
HP007,B29957,2024-12-04,2025-12-04,1702,32.39
HP009,B67217,2025-03-26,2025-09-22,800,59.83
HP001,B56111,2023-01-03,2023-07-02,4335,54.84
HP008,B43581,2023-11-23,2025-05-16,507,6.23
HP002,B97515,2025-05-31,2026-05-31,152,65.63
HP010,B67013,2024-05-16,2026-05-16,4842,42.89
HP011,B42795,2023-06-06,2024-11-27,4625,41.87
HP001,B14889,2024-03-25,2024-09-21,1159,29.2
HP003,B14632,2023-08-13,2024-08-12,2992,45.57
HP012,B65721,2024-08-03,2025-08-03,2903,25.86
HP008,B40792,2024-10-13,2026-04-06,1417,7.97
HP002,B25015,2024-02-01,2026-01-31,2601,26.94
HP012,B84794,2025-05-04,2025-10-31,3814,38.31
HP003,B15014,2024-03-02,2025-03-02,4346,23.2
HP001,B72212,2024-01-08,2025-01-07,2529,34.66
HP012,B69965,2024-10-13,2025-10-13,1223,68.12
HP004,B73134,2024-05-08,2025-05-08,4542,9.25
HP011,B79685,2025-03-23,2026-03-23,4630,25.64
HP009,B35499,2023-12-02,2024-12-01,3216,34.32
HP006,B41530,2025-01-22,2026-07-16,789,39.08
HP004,B89332,2024-01-07,2025-01-06,4710,65.43
HP003,B59669,2023-06-24,2024-12-15,2919,56.93
HP002,B97711,2023-12-22,2025-12-21,2365,8.66
HP003,B85925,2025-06-18,2026-12-10,3885,11.0
HP009,B51488,2024-12-13,2025-12-13,4307,57.1
HP004,B79959,2024-05-21,2026-05-21,4840,36.66
HP007,B96799,2025-06-04,2026-11-26,1134,1.13
HP001,B25147,2024-07-14,2025-07-14,283,1.91
HP011,B50503,2023-08-07,2025-08-06,1915,23.08
HP003,B31128,2023-06-15,2024-12-06,2720,51.51
HP003,B86341,2025-03-18,2026-09-09,4928,58.04
HP003,B63980,2024-03-02,2025-03-02,3866,4.25
HP002,B21482,2024-11-11,2026-11-11,2797,25.59
HP003,B97596,2023-11-17,2024-11-16,1951,54.9
HP009,B85538,2023-01-20,2024-01-20,929,29.8
HP006,B35159,2023-12-19,2024-12-18,1330,54.99
HP008,B87945,2023-02-16,2025-02-15,3074,51.97
HP007,B78429,2024-06-20,2026-06-20,727,52.61
HP006,B11378,2024-10-22,2025-10-22,4686,52.58
HP009,B21462,2023-12-07,2024-12-06,3667,47.01
HP005,B14655,2024-10-12,2025-10-12,2228,61.43
HP011,B18624,2023-05-21,2025-05-20,2668,47.2
HP001,B82209,2024-02-25,2024-08-23,4442,67.49
HP011,B37515,2023-01-19,2024-07-12,123,11.91
HP002,B20782,2024-06-18,2026-06-18,2414,24.6
HP010,B87245,2024-07-21,2026-07-21,1145,58.94
HP001,B80313,2023-09-04,2024-09-03,4519,55.92
HP012,B32425,2024-05-13,2025-05-13,1999,67.72
HP011,B61678,2023-06-19,2025-06-18,2865,67.1
HP007,B27320,2023-02-19,2025-02-18,3238,41.32
HP009,B79947,2024-07-11,2025-07-11,1617,38.05
HP002,B58636,2024-06-06,2025-11-28,1747,41.17
HP009,B86542,2025-01-09,2026-01-09,4548,46.96
HP002,B61208,2023-08-10,2025-08-09,150,20.64
HP001,B58735,2023-10-03,2024-10-02,3750,55.0
HP005,B36080,2024-10-31,2025-10-31,1650,56.01
HP008,B38342,2023-09-03,2025-02-24,4411,47.53
HP001,B58716,2023-07-04,2024-07-03,1539,55.73
HP007,B83148,2023-02-26,2025-02-25,1186,48.86
HP012,B85969,2025-05-18,2025-11-14,4454,58.05
HP012,B34171,2024-05-30,2024-11-26,262,32.65
HP011,B15427,2025-03-12,2026-09-03,4620,55.1
HP009,B83946,2023-10-24,2024-04-21,1984,62.49
HP006,B76494,2023-04-05,2024-09-26,2674,19.95
HP011,B20355,2023-12-01,2025-05-24,4394,11.82
HP007,B71165,2023-04-18,2024-10-09,3335,26.19
HP003,B61061,2023-02-05,2025-02-04,3554,59.2
HP011,B38857,2024-04-09,2026-04-09,2137,30.33
HP003,B53756,2024-10-02,2026-03-26,271,41.04
HP011,B76916,2023-01-17,2024-07-10,3184,9.11
HP009,B89911,2023-02-05,2023-08-04,90,25.96
HP004,B70659,2025-02-09,2026-08-03,3708,14.27
HP001,B44501,2023-09-08,2024-09-07,2131,11.21
HP008,B37867,2023-01-31,2024-01-31,1638,15.35
HP004,B49986,2024-07-01,2026-07-01,2416,23.02
HP009,B78298,2025-04-09,2026-04-09,3558,30.5
HP009,B88490,2023-08-04,2024-08-03,867,8.38
HP004,B28491,2023-05-20,2025-05-19,3499,54.31
HP002,B47147,2024-07-12,2026-01-03,4448,49.2
HP008,B32591,2023-05-26,2025-05-25,1165,38.52
HP007,B27148,2023-04-24,2024-04-23,2500,23.32
HP001,B90752,2024-05-22,2025-05-22,345,20.21
HP006,B34352,2023-07-20,2024-07-19,4514,39.89
HP005,B78423,2025-05-12,2027-05-12,3315,32.6
HP004,B55146,2023-09-28,2025-09-27,294,1.14
HP002,B70239,2023-02-20,2024-02-20,3909,51.66
HP002,B31599,2025-02-08,2026-02-08,447,36.98
HP004,B41198,2024-10-15,2026-04-08,2326,14.72
HP003,B10391,2023-12-26,2025-06-18,2599,42.21
HP003,B46357,2024-05-05,2025-05-05,1284,34.74
HP010,B85133,2023-08-16,2025-02-06,2987,44.16
HP012,B64168,2024-05-31,2024-11-27,2359,48.91
HP005,B79168,2023-10-06,2025-10-05,935,34.38
HP005,B53394,2023-07-03,2024-12-24,873,11.16
HP007,B69646,2025-04-13,2026-04-13,714,7.93
HP004,B53213,2023-08-18,2025-08-17,581,23.62
HP009,B25843,2024-11-27,2025-05-26,432,43.04
HP006,B82932,2024-04-28,2025-04-28,1299,60.78
HP011,B30235,2024-03-03,2025-03-03,542,31.12
HP004,B24698,2025-01-03,2027-01-03,202,11.89
HP002,B92899,2023-01-21,2025-01-20,1949,35.79
HP010,B95405,2024-11-05,2026-11-05,875,45.48
HP010,B91793,2025-01-26,2026-07-20,3466,63.69
HP001,B49532,2024-01-04,2024-07-02,3555,20.13
HP002,B11709,2023-04-26,2024-04-25,2528,37.29
HP012,B64781,2024-06-24,2025-06-24,213,18.03
HP012,B55602,2024-12-20,2025-12-20,3588,69.36
HP005,B59784,2023-07-21,2025-07-20,3326,16.54
HP009,B10031,2025-01-26,2026-01-26,3967,30.9
HP012,B90973,2024-03-07,2025-03-07,800,1.05
HP012,B42382,2024-08-29,2025-02-25,1811,17.64
HP006,B87386,2023-08-24,2025-02-14,4799,23.16
HP009,B56662,2025-02-09,2025-08-08,1230,44.05
HP012,B35043,2023-08-24,2024-02-20,4231,45.25
HP005,B14235,2025-02-14,2027-02-14,3107,9.67
HP001,B73415,2023-08-08,2024-02-04,4597,58.56
HP004,B20444,2023-03-25,2024-09-15,3742,22.58
HP010,B96891,2023-04-23,2024-10-14,2864,10.6
HP009,B82326,2024-07-17,2025-07-17,366,11.03
HP008,B35397,2024-04-01,2026-04-01,392,44.4
HP002,B63301,2024-03-09,2025-08-31,1492,51.92
HP003,B67459,2025-02-16,2027-02-16,1010,5.46
HP011,B16806,2023-07-22,2025-01-12,3971,3.84
HP003,B69545,2023-06-20,2025-06-19,4320,67.02
HP005,B33525,2023-05-30,2024-05-29,1581,36.84
HP004,B56671,2024-08-21,2026-08-21,4934,62.53
HP008,B51612,2024-07-12,2026-01-03,3797,34.57
HP009,B92530,2024-02-10,2024-08-08,2778,10.68
HP007,B58315,2025-03-23,2027-03-23,1865,36.53
HP007,B97833,2024-02-06,2025-07-30,3316,14.28
HP002,B67859,2024-09-30,2026-03-24,651,30.19
HP012,B11053,2023-10-18,2024-10-17,1303,40.87
HP002,B40739,2024-04-23,2026-04-23,284,16.19
HP004,B41287,2024-02-12,2025-08-05,2796,69.92
HP012,B55313,2025-02-19,2025-08-18,4583,6.64
HP012,B74395,2023-04-21,2024-04-20,2682,26.89
HP002,B13448,2024-11-13,2025-11-13,1411,38.57
HP003,B38061,2024-12-10,2026-12-10,1719,53.86
HP006,B79748,2023-08-30,2024-08-29,4650,2.7
HP007,B34126,2024-04-29,2026-04-29,3770,10.4
HP005,B55915,2024-11-17,2026-05-11,99,57.95
HP009,B11080,2023-07-10,2024-07-09,951,16.36
HP007,B30543,2025-04-04,2026-09-26,1825,22.97
HP011,B26092,2024-08-26,2026-08-26,1052,61.12
HP003,B52489,2024-10-17,2026-04-10,4599,66.22
HP007,B18306,2024-08-28,2026-02-19,3015,18.27
HP006,B60604,2023-04-05,2024-09-26,3757,42.4
HP009,B81847,2024-04-25,2025-04-25,138,14.61
HP006,B48787,2025-06-17,2026-06-17,2846,63.25
HP009,B59575,2024-04-20,2024-10-17,4459,68.74
HP008,B71601,2025-02-02,2026-07-27,4670,6.0
HP007,B95302,2023-11-09,2024-11-08,1403,35.59
HP010,B16262,2023-12-20,2024-12-19,3862,44.26
HP005,B66587,2024-05-04,2025-05-04,344,40.55
HP006,B33022,2024-02-20,2025-02-19,1637,64.95
HP010,B61354,2024-08-21,2026-02-12,1500,11.36
HP004,B39241,2023-11-27,2025-11-26,3729,9.16
HP005,B62675,2024-05-09,2025-10-31,2368,37.19
HP012,B50891,2023-07-13,2024-01-09,1447,4.77
HP005,B85081,2023-12-13,2024-12-12,481,44.72
HP003,B50646,2023-02-17,2025-02-16,2412,3.28
HP007,B51728,2023-07-10,2024-07-09,3534,33.66
HP005,B77681,2025-05-19,2026-05-19,3274,41.87
HP002,B77000,2024-07-04,2025-07-04,4707,32.09
HP001,B90578,2023-03-06,2023-09-02,150,10.2
HP008,B77099,2025-05-11,2026-05-11,1089,12.2
HP006,B35424,2025-02-08,2026-02-08,621,13.92
HP004,B63033,2025-05-18,2027-05-18,3981,61.69
HP009,B34088,2024-09-10,2025-09-10,2723,19.44
HP012,B77230,2023-09-14,2024-03-12,3322,68.41
HP006,B87138,2024-05-08,2025-05-08,4669,41.81
HP008,B94337,2023-10-29,2024-10-28,4598,47.84
HP010,B46301,2025-02-16,2026-02-16,3021,61.26
HP010,B53887,2025-04-03,2027-04-03,3450,14.84
HP002,B97603,2025-05-12,2027-05-12,3558,4.11
HP009,B36615,2024-08-08,2025-08-08,2744,67.8
HP005,B36414,2024-05-23,2026-05-23,982,3.38
HP006,B46751,2024-05-19,2025-05-19,4341,14.35
HP004,B56509,2024-09-25,2026-09-25,2226,12.25
HP004,B34693,2024-12-03,2025-12-03,207,24.82
HP005,B51370,2023-07-29,2025-07-28,4545,6.16
HP004,B99536,2023-12-24,2025-12-23,4446,14.99
HP010,B63302,2024-04-26,2026-04-26,1894,38.16
HP008,B96347,2025-06-16,2026-12-08,1535,35.12
HP009,B52378,2023-02-04,2024-02-04,1425,66.09
HP008,B47573,2024-03-25,2025-09-16,2676,64.15
HP004,B64388,2024-04-11,2025-04-11,1979,66.82
HP005,B52262,2023-02-20,2024-02-20,4854,23.21
HP001,B71197,2025-05-16,2025-11-12,2546,34.01
HP009,B68830,2023-11-28,2024-05-26,4553,8.04
HP004,B57290,2023-02-11,2024-02-11,2029,62.25
HP011,B37075,2023-07-10,2024-12-31,2785,66.9
HP010,B47971,2024-02-17,2025-02-16,4766,56.94
HP003,B62237,2024-06-03,2026-06-03,2993,3.01
HP006,B40003,2023-02-12,2024-02-12,3068,54.03
HP006,B12642,2024-11-14,2026-05-08,364,15.7
HP002,B50439,2023-03-12,2025-03-11,1529,37.76
HP004,B24770,2023-07-18,2024-07-17,4706,35.32
HP011,B83558,2023-09-01,2024-08-31,1160,20.51
HP011,B67916,2023-11-04,2025-04-27,242,11.12
HP009,B18944,2024-09-24,2025-09-24,2942,38.5
HP012,B97360,2024-07-03,2024-12-30,3127,17.83
HP004,B96159,2024-11-05,2026-11-05,892,27.07
HP001,B92330,2025-01-01,2025-06-30,4206,6.35
HP008,B20275,2025-05-09,2026-05-09,796,57.73
HP010,B11289,2024-05-18,2026-05-18,2217,14.99
HP004,B12436,2025-06-04,2027-06-04,206,7.84
HP005,B66417,2024-01-13,2025-01-12,1612,25.58
HP012,B90711,2025-05-22,2026-05-22,800,29.72
HP007,B33232,2025-04-16,2026-04-16,1792,33.53
HP008,B95514,2023-06-18,2025-06-17,3519,69.42
HP007,B19981,2023-02-13,2024-02-13,297,21.02
HP009,B76700,2024-09-29,2025-09-29,1339,42.39
HP012,B24690,2025-01-10,2026-01-10,4145,11.89
HP004,B29678,2025-01-31,2026-07-25,4857,48.95
HP010,B23498,2024-01-12,2025-01-11,4464,8.38
HP007,B98372,2023-04-30,2024-10-21,3689,9.79
HP002,B36144,2023-08-02,2024-08-01,3980,61.43
HP009,B60634,2024-04-08,2024-10-05,1500,64.87
HP010,B63274,2023-09-18,2025-09-17,1500,46.53
HP004,B91026,2024-02-09,2025-02-08,278,61.96
HP006,B13455,2025-06-19,2027-06-19,478,28.95
HP006,B91273,2024-12-18,2026-06-11,4062,14.73
HP005,B62714,2023-06-28,2025-06-27,2607,43.32
HP011,B50614,2025-05-27,2027-05-27,2423,11.51
HP010,B48721,2023-01-04,2025-01-03,2277,67.77
HP001,B54103,2024-05-19,2025-05-19,3704,35.06
HP004,B64188,2024-03-27,2026-03-27,4282,30.8
HP011,B45891,2023-06-08,2025-06-07,4311,29.8
HP011,B15003,2024-11-28,2026-05-22,1427,13.9
HP009,B42264,2023-03-18,2024-03-17,1426,16.09
HP003,B39656,2023-11-07,2024-11-06,54,49.01
HP002,B63141,2023-03-22,2024-09-12,3804,24.6
HP012,B29144,2023-08-12,2024-08-11,4420,24.14
HP007,B20422,2024-05-20,2026-05-20,411,47.77
HP006,B52749,2025-01-27,2026-01-27,2451,19.02
HP010,B68648,2023-12-13,2025-12-12,4388,7.75
HP012,B54003,2024-04-05,2025-04-05,2867,3.31
HP010,B32700,2024-03-16,2025-09-07,2023,32.88
HP011,B59012,2023-03-23,2024-03-22,3269,18.17
HP002,B82051,2024-10-12,2026-04-05,1436,51.08
HP004,B41452,2024-02-23,2026-02-22,2301,14.14
HP002,B29894,2024-09-09,2026-09-09,151,56.86
HP007,B47760,2025-03-12,2026-03-12,4415,62.47
HP010,B42874,2023-01-15,2024-01-15,1349,7.56
HP001,B78735,2023-11-02,2024-04-30,705,53.71
HP004,B10580,2023-07-13,2024-07-12,3815,66.76
HP008,B93690,2023-05-11,2024-05-10,3526,60.04
HP009,B69386,2023-06-01,2024-05-31,1886,28.89
HP003,B37743,2025-06-17,2026-06-17,782,65.1
HP012,B13339,2024-05-04,2025-05-04,2012,52.43
HP010,B52288,2024-01-14,2025-01-13,1609,55.21
HP010,B79037,2023-09-14,2025-03-07,1800,34.34
HP004,B83331,2024-05-31,2026-05-31,4529,29.89
HP011,B20608,2024-12-31,2026-06-24,3405,55.08
HP002,B43134,2024-10-03,2025-10-03,4877,43.59
HP007,B14356,2023-05-28,2024-05-27,1761,28.66
HP011,B27393,2024-12-21,2026-06-14,203,62.72
HP006,B46393,2024-12-28,2026-06-21,4424,60.31
HP004,B55768,2025-06-14,2026-06-14,472,66.36
HP009,B36868,2023-01-30,2024-01-30,2078,61.06
HP004,B19011,2023-07-10,2024-07-09,557,69.73
HP002,B89547,2024-11-04,2025-11-04,1666,49.32
HP007,B76109,2023-07-05,2025-07-04,2036,63.53
HP001,B36783,2023-05-10,2024-05-09,580,48.06
HP002,B65080,2025-05-19,2026-05-19,3090,49.99
HP012,B17459,2024-10-31,2025-04-29,975,12.53
HP009,B27934,2023-04-09,2024-04-08,480,26.35
HP006,B28530,2023-10-23,2024-10-22,4440,48.42
HP010,B28671,2025-04-14,2026-04-14,2457,29.26
HP008,B53904,2024-04-05,2026-04-05,65,19.26
HP012,B16150,2025-03-11,2026-03-11,3666,59.83
HP012,B15100,2024-11-04,2025-05-03,2325,67.96
HP010,B70320,2023-08-28,2025-02-18,2950,55.3
HP006,B92342,2024-10-29,2026-04-22,565,1.15
HP008,B28426,2023-06-20,2024-06-19,1471,58.59
HP004,B60246,2023-07-21,2025-01-11,1964,59.16
HP007,B47627,2024-03-15,2026-03-15,3586,30.5
HP011,B42378,2025-06-12,2026-12-04,969,3.74
HP008,B28317,2023-11-01,2024-10-31,678,32.13
HP003,B87307,2024-06-22,2025-06-22,104,46.55
HP007,B96024,2025-01-19,2026-01-19,2065,28.68
HP010,B55758,2023-03-10,2025-03-09,1246,30.36
HP012,B99126,2023-11-27,2024-05-25,3961,47.3
HP005,B61179,2023-03-12,2024-03-11,4798,52.33
HP002,B76633,2023-04-15,2024-10-06,4561,4.48
HP004,B76455,2025-04-13,2027-04-13,1519,35.01
HP006,B89911,2024-06-17,2025-12-09,339,16.81
HP011,B59157,2023-09-23,2024-09-22,4316,14.76
HP005,B31019,2024-03-30,2025-03-30,4335,37.89
HP012,B68661,2023-11-21,2024-05-19,2292,35.33
HP005,B45100,2024-04-05,2026-04-05,481,19.44
HP010,B13679,2023-12-04,2025-12-03,696,56.46
HP005,B50854,2023-08-08,2025-01-29,1404,27.17
HP006,B40488,2023-05-31,2024-11-21,2366,53.32
HP006,B36474,2025-04-17,2027-04-17,2290,10.45
HP005,B37616,2023-03-16,2024-03-15,4946,2.53
HP007,B54002,2024-12-08,2026-06-01,1604,9.92
HP008,B83484,2023-11-29,2025-05-22,2487,47.02
HP007,B43353,2024-09-13,2026-03-07,3307,50.26
HP003,B11544,2024-06-18,2025-06-18,2525,39.32
HP001,B28271,2024-03-12,2025-03-12,3692,39.55
HP001,B69370,2024-02-28,2025-02-27,821,57.62
HP007,B47926,2023-03-09,2025-03-08,252,4.88
HP009,B39995,2024-06-12,2024-12-09,1323,8.76
HP001,B82959,2023-06-05,2024-06-04,425,49.96
HP011,B62284,2023-12-23,2025-12-22,1603,14.05
HP001,B88851,2025-03-29,2026-03-29,4858,19.56
HP007,B58242,2024-12-29,2026-12-29,1029,49.11
HP003,B78262,2023-05-08,2024-05-07,4703,62.52
HP007,B56144,2023-04-04,2024-04-03,1456,54.12
HP009,B57102,2024-08-10,2025-08-10,2753,32.98
HP010,B19719,2023-08-22,2024-08-21,2731,41.04
HP010,B77664,2024-03-18,2025-03-18,4560,65.99
HP009,B23917,2025-04-24,2026-04-24,919,45.92
HP007,B28106,2024-01-28,2026-01-27,780,21.95
HP011,B25631,2025-01-16,2026-01-16,858,18.01
HP007,B44382,2024-01-01,2025-12-31,3626,37.79
HP001,B47278,2024-08-29,2025-02-25,239,28.88
HP006,B70834,2024-03-24,2026-03-24,4536,64.41
HP009,B10288,2023-08-04,2024-01-31,4671,7.81
HP011,B39074,2023-06-27,2024-06-26,2841,14.47
HP006,B92412,2023-04-15,2024-10-06,352,47.7
HP009,B51393,2023-02-24,2023-08-23,108,65.86
HP011,B84070,2024-10-01,2026-10-01,1874,3.14
HP012,B32790,2023-11-11,2024-05-09,422,31.34
HP001,B40900,2024-06-23,2024-12-20,937,58.07
HP006,B78943,2023-09-25,2025-03-18,281,31.41
HP005,B89518,2024-08-23,2025-08-23,3620,22.36
HP006,B53278,2024-01-30,2026-01-29,3601,37.68
HP005,B44788,2023-04-01,2025-03-31,837,17.4
HP011,B24472,2025-06-08,2027-06-08,3601,16.75
HP008,B46871,2023-05-24,2025-05-23,1422,36.03
HP002,B76337,2023-12-13,2025-12-12,1826,42.53
HP003,B13585,2024-12-22,2025-12-22,867,43.86
HP011,B11263,2023-05-11,2024-05-10,4520,1.05
HP008,B88620,2024-11-25,2025-11-25,699,39.84
HP012,B39285,2023-02-12,2024-02-12,3439,10.92
HP004,B85278,2024-06-25,2025-06-25,2031,14.03
HP001,B17900,2024-05-24,2025-05-24,869,30.79
HP012,B40112,2023-12-09,2024-06-06,1920,9.5
HP003,B12662,2024-11-22,2026-05-16,3246,37.42
HP012,B88613,2024-06-05,2024-12-02,298,62.47
HP002,B53219,2023-07-19,2025-01-09,4206,67.34
HP002,B19502,2025-01-21,2026-01-21,2184,59.17
HP011,B33493,2024-10-21,2025-10-21,4193,27.1
HP012,B36715,2024-03-03,2024-08-30,255,10.96
HP010,B89639,2025-02-21,2027-02-21,2172,20.16
HP011,B49368,2025-05-14,2026-05-14,4284,62.65
HP006,B51708,2024-03-25,2025-03-25,3369,42.57
HP004,B98941,2023-05-09,2024-05-08,4089,65.75
HP003,B81950,2023-09-25,2024-09-24,1742,61.77
HP009,B26190,2024-10-04,2025-10-04,4963,21.53
HP012,B73819,2024-02-27,2025-02-26,1010,16.7
HP001,B74506,2024-09-18,2025-09-18,1578,16.49
HP011,B42285,2023-03-12,2024-03-11,1694,45.98
HP009,B30439,2023-12-24,2024-12-23,1355,30.27
HP002,B87022,2023-03-25,2024-03-24,4198,18.58
HP003,B10250,2025-06-14,2026-06-14,2395,52.32
HP001,B18430,2024-11-12,2025-05-11,485,2.19
HP004,B84906,2023-11-09,2025-05-02,1708,61.35
HP011,B34539,2023-05-09,2025-05-08,1912,16.99
HP001,B73342,2025-01-29,2026-01-29,1873,43.37
HP005,B34162,2023-08-28,2025-08-27,680,16.32
HP001,B44679,2023-07-23,2024-07-22,4159,9.51
HP011,B11430,2024-01-05,2025-01-04,2262,51.22
HP012,B48336,2023-05-28,2023-11-24,2691,66.27
HP010,B59548,2023-05-01,2025-04-30,1161,29.52
HP009,B45662,2025-03-29,2026-03-29,530,47.64
HP011,B63761,2024-06-08,2026-06-08,2434,46.43
HP008,B14821,2023-12-06,2024-12-05,4479,67.38
HP001,B46590,2024-08-13,2025-08-13,4277,1.73
HP004,B24529,2024-10-04,2025-10-04,1901,10.07
HP007,B87170,2024-08-15,2025-08-15,877,48.91
HP005,B56979,2025-03-12,2027-03-12,3049,38.13
HP010,B32121,2024-03-10,2025-09-01,4647,66.94
HP001,B77148,2025-01-09,2026-01-09,440,9.89
HP005,B55005,2024-02-13,2025-08-06,2470,22.41
HP012,B69028,2023-01-15,2023-07-14,1456,50.1
HP005,B71488,2024-03-23,2025-09-14,4936,49.65
HP008,B15845,2023-06-04,2024-06-03,169,64.96
HP010,B79111,2023-02-12,2024-08-05,3797,62.28
HP001,B26122,2024-01-01,2024-12-31,3361,62.32
HP006,B66578,2025-06-05,2027-06-05,971,67.79
HP009,B18643,2023-12-05,2024-12-04,1249,41.81
HP004,B32901,2025-06-04,2027-06-04,3702,39.48
HP009,B50926,2023-08-01,2024-01-28,1106,31.51
HP006,B79060,2024-06-30,2025-06-30,2140,37.16
HP010,B27554,2024-05-23,2025-05-23,3447,39.85
HP004,B81317,2024-01-08,2025-01-07,1594,22.73
HP001,B37974,2025-01-07,2025-07-06,4712,38.79
HP012,B68030,2024-12-24,2025-12-24,1764,62.48
HP009,B73818,2023-10-31,2024-04-28,2102,66.32
HP001,B91783,2025-02-23,2026-02-23,3537,1.66
HP007,B72975,2025-06-10,2026-06-10,687,26.81
HP001,B30692,2024-03-23,2024-09-19,510,52.6
HP009,B48420,2024-07-17,2025-01-13,4172,36.55
HP012,B69577,2025-06-08,2025-12-05,605,26.96
HP005,B75584,2024-11-14,2026-11-14,1965,43.84
HP004,B69805,2023-10-03,2025-03-26,1746,9.33
HP002,B12490,2023-01-13,2024-01-13,1925,56.03
HP006,B28593,2023-01-02,2024-06-25,665,13.43
